true	predicted
Катакомбы (фильм, 2007)	Демоны (фильм, 1985)
Невеста Франкенштейна (фильм)	Я, Франкенштейн
Невеста (фильм, 1985)	Я, Франкенштейн
Франкенштейн Мэри Шелли	Я, Франкенштейн
Невеста Франкенштейна (фильм)	Брачные игры земных обитателей
Невеста (фильм, 1985)	Брачные игры земных обитателей
Франкенштейн Мэри Шелли	Брачные игры земных обитателей
Невеста Франкенштейна (фильм)	По следам монстра-сельдерея
Невеста (фильм, 1985)	По следам монстра-сельдерея
Франкенштейн Мэри Шелли	По следам монстра-сельдерея
Невеста Франкенштейна (фильм)	Бладрейн (фильм)
Невеста (фильм, 1985)	Бладрейн (фильм)
Франкенштейн Мэри Шелли	Бладрейн (фильм)
Невеста Франкенштейна (фильм)	Франкенштейн (фильм, 1910)
Невеста (фильм, 1985)	Франкенштейн (фильм, 1910)
Франкенштейн Мэри Шелли	Франкенштейн (фильм, 1910)
Невеста Франкенштейна (фильм)	Крылья славы
Невеста (фильм, 1985)	Крылья славы
Франкенштейн Мэри Шелли	Крылья славы
Невеста Франкенштейна (фильм)	Придурки (фильм)
Невеста (фильм, 1985)	Придурки (фильм)
Франкенштейн Мэри Шелли	Придурки (фильм)
Невеста (фильм, 1985)	Невеста Франкенштейна (фильм)
Франкенштейн Мэри Шелли	Невеста Франкенштейна (фильм)
Невеста Франкенштейна (фильм)	Аллея кошмаров (фильм, 2021)
Невеста (фильм, 1985)	Аллея кошмаров (фильм, 2021)
Франкенштейн Мэри Шелли	Аллея кошмаров (фильм, 2021)
Невеста Франкенштейна (фильм)	Медальон Торсена
Невеста (фильм, 1985)	Медальон Торсена
Франкенштейн Мэри Шелли	Медальон Торсена
Тыквоголовый	Хром и горячая кожа
